original_text,reference_summary
youtube account order access feature service create youtube google account . may never use another account without permission . creating account must provide accurate complete information . solely responsible activity occurs account must keep account password secure . must notify youtube immediately breach security unauthorized use account . although youtube liable loss caused unauthorized use account may liable loss youtube others due unauthorized use . ,lie create account . tell u immediately account compromised . 
general use service permission restrictionsyoutube hereby grant permission access use service set forth term service provided agree distribute medium part service content without youtube prior written authorization unless youtube make available mean distribution functionality offered service embeddable player agree alter modify part service . agree access content technology mean video playback page service embeddable player explicitly authorized mean youtube may designate . agree use service following commercial us unless obtain youtube prior written approval sale access service sale advertising sponsorship promotion placed within service content orthe sale advertising sponsorship promotion page ad enabled blog website containing content delivered via service unless material obtained youtube appears page sufficient value basis sale . prohibited commercial us include uploading original video youtube maintaining original channel youtube promote business artistic enterprise showing youtube video embeddable player ad enabled blog website subject advertising restriction set forth section 4 orany use youtube expressly authorizes writing . information constitutes prohibited commercial use see faq . use embeddable player website may modify build upon block portion functionality embeddable player including limited link back youtube website . use youtube uploader agree may automatically download install update time time youtube . update designed improve enhance develop uploader may take form bug fix enhanced function new software module completely new version . agree receive update permit youtube deliver part use uploader . agree use launch automated system including without limitation robot spider offline reader access service manner sends request message youtube server given period time human reasonably produce period using conventional line web browser . notwithstanding foregoing youtube grant operator public search engine permission use spider copy material site sole purpose solely extent necessary creating publicly available searchable index material cache archive material . youtube reserve right revoke exception either generally specific case . agree collect harvest personally identifiable information including account name service use communication system provided service e g comment email commercial solicitation purpose . agree solicit commercial purpose user service respect content . use service comply applicable law . youtube reserve right discontinue aspect service time . ,create youtube clone showing content especially earn money . please leave bot home . 
content provided . may access content information personal use solely intended provided functionality service permitted term service . shall download content unless see download similar link displayed youtube service content . shall copy reproduce distribute transmit broadcast display sell license otherwise exploit content purpose without prior written consent youtube respective licensors content . youtube licensors reserve right expressly granted service content . ,allowed download video . 
understand using service exposed content variety source youtube responsible accuracy usefulness safety intellectual property right relating content . understand acknowledge may exposed content inaccurate offensive indecent objectionable agree waive hereby waive legal equitable right remedy may youtube respect thereto extent permitted applicable law agree indemnify hold harmless youtube owner operator affiliate licensors licensee fullest extent allowed law regarding matter related use service . ,hold u liable video youtube . fault got sick following cooking video recipe . 
content conductas youtube account holder may submit content service including video user comment . understand youtube guarantee confidentiality respect content submit . shall solely responsible content consequence submitting publishing content service . affirm represent warrant necessary license right consent permission publish content submit license youtube patent trademark trade secret copyright proprietary right content publication service pursuant term service . clarity retain ownership right content . however submitting content youtube hereby grant youtube worldwide non exclusive royalty free sublicenseable transferable license use reproduce distribute prepare derivative work display perform content connection service youtube successor affiliate business including without limitation promoting redistributing part service derivative work thereof medium format medium channel . also hereby grant user service non exclusive license access content service use reproduce distribute display perform content permitted functionality service term service . license granted video content submit service terminate within commercially reasonable time remove delete video service . understand agree however youtube may retain display distribute perform server copy video removed deleted . license granted user comment submit perpetual irrevocable . agree content submit service contain third party copyrighted material material subject third party proprietary right unless permission rightful owner material otherwise legally entitled post material grant youtube license right granted herein . agree submit service content material contrary youtube community guideline currently found http www youtube com community_guidelines may updated time time contrary applicable local national international law regulation . youtube endorse content submitted service user licensor opinion recommendation advice expressed therein youtube expressly disclaims liability connection content . youtube permit copyright infringing activity infringement intellectual property right service youtube remove content properly notified content infringes another intellectual property right . youtube reserve right remove content without prior notice . ,responsible uploaded content . violate copyright law . community guideline define want submit . 
account termination policy youtube terminate user access service appropriate circumstance user determined repeat infringer . youtube reserve right decide whether content violates term service reason copyright infringement limited pornography obscenity excessive length . youtube may time without prior notice sole discretion remove content terminate user account submitting material violation term service . ,infringe copyright multiple time close account . violation community guideline may immediately . 
warranty disclaimer agree use service shall sole risk . fullest extent permitted law youtube officer director employee agent disclaim warranty express implied connection service use thereof . youtube make warranty representation accuracy completeness site content content site linked site assumes liability responsibility error mistake inaccuracy content ii personal injury property damage nature whatsoever resulting access use service iii unauthorized access use secure server personal information financial information stored therein iv interruption cessation transmission service iv bug virus trojan horse like may transmitted service third party v error omission content loss damage kind incurred result use content posted emailed transmitted otherwise made available via service . youtube warrant endorse guarantee assume responsibility product service advertised offered third party service hyperlinked service featured banner advertising youtube party way responsible monitoring transaction third party provider product service . purchase product service medium environment use best judgment exercise caution appropriate 10. limitation liabilityin event shall youtube officer director employee agent liable direct indirect incidental special punitive consequential damage whatsoever resulting error mistake inaccuracy content ii personal injury property damage nature whatsoever resulting access use service iii unauthorized access use secure server personal information financial information stored therein iv interruption cessation transmission service iv bug virus trojan horse like may transmitted service third party v error omission content loss damage kind incurred result use content posted emailed transmitted otherwise made available via service whether based warranty contract tort legal theory whether company advised possibility damage . foregoing limitation liability shall apply fullest extent permitted law applicable jurisdiction specifically acknowledge youtube shall liable content defamatory offensive illegal conduct third party risk harm damage foregoing rest entirely . ,warranty liable anything bad happens using youtube . 
12. ability accept term serviceyou affirm either 18 year age emancipated minor posse legal parental guardian consent fully able competent enter term condition obligation affirmation representation warranty set forth term service abide comply term service . case affirm age 13 service intended child 13. 13 year age please use service . lot great web site . talk parent site appropriate . ,must 13 year older . 
13. assignmentthese term service right license granted hereunder may transferred assigned may assigned youtube without restriction 14. generalyou agree service shall deemed solely based california ii service shall deemed passive website give rise personal jurisdiction youtube either specific general jurisdiction california . term service shall governed internal substantive law state california without respect conflict law principle . claim dispute youtube arises whole part service shall decided exclusively court competent jurisdiction located santa clara county california . term service together privacy notice http www youtube com privacy legal notice published youtube service shall constitute entire agreement youtube concerning service . provision term service deemed invalid court competent jurisdiction invalidity provision shall affect validity remaining provision term service shall remain full force effect . waiver term term service shall deemed continuing waiver term term youtube failure assert right provision term service shall constitute waiver right provision . youtube reserve right amend term service time without notice responsibility review term service change . use service following amendment term service signify assent acceptance revised term . youtube agree cause action arising related service must commence within one 1 year cause action accrues . otherwise cause action permanently barred . ,jurisdiction california . 
may use sdk purpose expressly permitted license agreement . except extent required applicable third party license may copy except backup purpose modify adapt redistribute decompile reverse engineer disassemble create derivative work sdk part sdk b load part sdk onto mobile handset hardware device except personal computer combine part sdk software distribute software device incorporating part sdk . ,hack sdk . 
agree take action may cause result fragmentation android including limited distributing participating creation promoting way software development kit derived sdk . ,fork sdk . 
agree form nature sdk google provides may change without prior notice future version sdk may incompatible application developed previous version sdk . agree google may stop permanently temporarily providing sdk feature within sdk user generally google sole discretion without prior notice . ,around ever . 
agree remove obscure alter proprietary right notice including copyright trademark notice may affixed contained within sdk . ,keep copyright trademark notice intact . 
agree use sdk write application purpose permitted license agreement b applicable law regulation generally accepted practice guideline relevant jurisdiction including law regarding export data software united state relevant country . ,stay within law license agreement . 
agree use sdk develop application protect privacy legal right user . user provide user name password login information personal information must make user aware information available application must provide legally adequate privacy notice protection user . application store personal sensitive information provided user must securely . user provide google account information application may use information access user google account limited purpose user given permission . ,protect user sensitive data adequate privacy notice . 
agree engage activity sdk including development distribution application interferes disrupts damage access unauthorized manner server network property service google third party . ,malware . 
agree responsible maintaining confidentiality developer credential may issued google may choose solely responsible application developed developer credential . ,keep password certificate safe . 
6 1 order continually innovate improve sdk google may collect certain usage statistic software including limited unique identifier associated ip address version number software information tool service sdk used used . information collected sdk notify seek consent . withhold consent information collected 6 2 data collected examined aggregate improve sdk maintained accordance google privacy policy located http www google com policy privacy . ,google collect stats analysis aggregated data . 
use api retrieve data google acknowledge data may protected intellectual property right owned google party provide data person company behalf . use api may subject additional term service . may modify rent lease loan sell distribute create derivative work based data either whole part unless allowed relevant term service . ,data provided google may protected . 
use api retrieve user data google acknowledge agree shall retrieve data user explicit consent limited purpose user given permission . ,get explicit consent want use user data . 
10 1 expressly understand agree use sdk sole risk sdk provided available without warranty kind google 10 2 use sdk material downloaded otherwise obtained use sdk discretion risk solely responsible damage computer system device loss data result use . without limiting foregoing understand sdk may contain error defect security vulnerability result significant damage including complete irrecoverable loss use computer system device . ,sdk provided use risk . 
google expressly disclaims warranty condition kind whether express implied including limited implied warranty condition merchantability fitness particular purpose non infringement . ,come warranty . 
maximum extent permitted law agree defend indemnify hold harmless google affiliate respective director officer employee agent claim action suit proceeding well loss liability damage cost expense including reasonable attorney fee arising accruing use sdk b application develop sdk infringes intellectual property right person defames person violates right publicity privacy c non compliance license agreement . ,blame google . 
export restriction . sdk subject united state export law regulation . must comply domestic international export law regulation apply sdk . law include restriction destination end user end use . ,export restriction apply . 
agree comply google platform developer policy set forth athttp developer google com policy google play content policy set forth http play google com developer content policy html url google may provide purpose time time content api client including content supplied user content provider must follow google user content conduct policy http www google com intl en policy content html . ,must also abide developer content user content policy also . 
may use user data apis advertising purpose unless explicitly authorized google ii using advertising solution google provides purpose . may may permit third party sell transmit user data received apis including anonymized aggregate derivative data third party ad network service data broker advertising marketing provider . ,use data advertising google advert allowed . 
notwithstanding foregoing section b 1 google platform developer policy provided operate ad network may use user data apis target ad within api client sold ad slot advertiser directly directly sold ad may make anonymized user data apis available third party solely enable third party serve directly sold ad api client . ,ad network sell ad direct client use data target ad . 
third party advertising api client provided google advertising solution must use approved third party ad serving 3pas provider subject google current 3pas policy http adwords google com support aw bin answer py hl en answer 94230 . ,use third party advertising must 3pas compliant . 
shall permit api client submit false gameplay information invalid score user leaderboard achievement user earn google . shall permit api client send accept invite multiplayer game including automatching request take turn without explicit action request user . ,allow user fake score . multiplayer invite . 
api client use avatar naming system place user google identity must make clear user gameplay information still submitted google associated google identity viewable within different google product . ,using avatar usernames tell user g identity still used google . 
shall permit api client reveal user google identity user multiplayer match player automatically matched using google play game . ,reveal g identity user auto matched . 
indemnification provision section 9 api tos deleted entirety replaced following agree hold harmless indemnify google subsidiary affiliate officer agent employee partner third party claim arising way related misuse google play game servicesyour violation term orany third party misuse google play game service action would constitute violation term provided enabled third party access apis failed take reasonable step prevent third party accessing apis including liability expense arising claim loss damage actual consequential suit judgment litigation cost attorney fee every kind nature . case google provide written notice claim suit action . ,blame google . 
goal deliver advertising commercial sponsored content valuable user advertiser . order help u agree following give u permission use name profile picture content information connection commercial sponsored related content brand like served enhanced u . mean example permit business entity pay u display name profile picture content information without compensation . selected specific audience content information respect choice use . give content information advertiser without consent . understand may always identify paid service communication . ,facebook use stuff reason want without paying advertising particular . 
content information post facebook control shared privacy application setting . addition content covered intellectual property right like photo video ip content specifically give u following permission subject yourprivacy application setting grant u non exclusive transferable sub licensable royalty free worldwide license use ip content post connection facebook ip license . ip license end delete ip content account unless content shared others deleted . delete ip content deleted manner similar emptying recycle bin computer . however understand removed content may persist backup copy reasonable period time available others use application application may ask permission access content information well content information others shared . require application respect privacy agreement application control application use store transfer content information . learn platform including control information people may share application read data use policy platform page . publish content information using public setting mean allowing everyone including people facebook access use information associate e name profile picture . ,facebook use stuff post connection facebook intellectual property right . facebook loses right stuff delete account long others shared without later deleting stuff . publishing stuff using public setting give everyone else right stuff . 
include social plugins share like button website following additional term apply give permission use facebook social plugins user post link content website facebook . give u permission use allow others use link content facebook . place social plugin page containing content would violate statement posted facebook . ,use facebook plugins page stuff page violates term . 
facebook user provide real name information need help keep way . commitment make u relating registering maintaining security account provide false personal information facebook create account anyone without permission . create one personal account . disable account create another one without permission . use personal timeline primarily commercial gain use facebook page purpose . use facebook 13 use facebook convicted sex offender . keep contact information accurate date . share password case developer secret key let anyone else access account anything else might jeopardize security account . transfer account including page application administer anyone without first getting written permission . select username similar identifier account page reserve right remove reclaim believe appropriate trademark owner complains username closely relate user actual name . ,fake personal info create new account facebook disables use personal facebook business 13 convicted sex offender transfer account without permission . one personal account keep contact information accurate . 
developer operator platform application website following additional term apply responsible application content us make platform . includes ensuring application use platform meet facebook platform policy advertising guideline . access use data receive facebook limited follows request data need operate application . privacy policy tell user user data going use use display share transfer data include privacy policy url developer application . use display share transfer user data manner inconsistent privacy policy . delete data receive u concerning user user asks provide mechanism user make request . include data receive u concerning user advertising creative . directly indirectly transfer data receive u use data connection ad network ad exchange data broker advertising related toolset even user consent transfer use . sell user data . acquired merge third party continue use user data within application transfer user data outside application . require delete user data use way determine inconsistent user expectation . limit access data . comply restriction contained facebook platform policy . give u information independently collect user user content without user consent . make easy user remove disconnect application . make easy user contact . also share email address user others claiming infringed otherwise violated right . provide customer support application . show third party ad web search box www facebook com . give right necessary use code apis data tool receive u . sell transfer sublicense code apis tool anyone . misrepresent relationship facebook others . may use logo make available developer issue press release public statement long follow facebook platform policy . issue press release describing relationship . comply applicable law . particular applicable policy removing infringing content terminating repeat infringers complies digital millennium copyright act comply video privacy protection act vppa obtain opt consent necessary user user data subject vppa may shared facebook . represent disclosure u incidental ordinary course business . guarantee platform always free . give u right necessary enable application work facebook including right incorporate content information provide u stream timeline user action story . give u right link frame application place content including ad around application . analyze application content data purpose including commercial targeting delivery advertisement indexing content search ensure application safe user audit . create application offer similar feature service otherwise compete application . ,develop anything using facebook tool must privacy policy let user delete data . let facebook analyze anything stuff purpose let build competing application . sell user data use way determine inconsistent user expectation . 
best keep facebook safe guarantee . need help keep facebook safe includes following commitment post unauthorized commercial communication spam facebook . collect user content information otherwise access facebook using automated mean harvesting bot robot spider scraper without prior permission . engage unlawful multi level marketing pyramid scheme facebook . upload virus malicious code . solicit login information access account belonging someone else . bully intimidate harass user . post content hate speech threatening pornographic incites violence contains nudity graphic gratuitous violence . develop operate third party application containing alcohol related dating mature content including advertisement without appropriate age based restriction . follow promotion guideline applicable law publicize offer contest giveaway sweepstakes promotion facebook . use facebook anything unlawful misleading malicious discriminatory . anything could disable overburden impair proper working appearance facebook denial service attack interference page rendering facebook functionality . facilitate encourage violation statement policy . respect people right expect . post content take action facebook infringes violates someone else right otherwise violates law . remove content information post facebook believe violates statement policy . provide tool help protect intellectual property right . learn visit report claim intellectual property infringement page . remove content infringing someone else copyright believe removed mistake provide opportunity appeal . repeatedly infringe people intellectual property right disable account appropriate . use copyright trademark including facebook facebook f logo fb face poke book wall confusingly similar mark except expressly permitted brand usage guideline prior written permission . collect information user obtain consent make clear facebook one collecting information post privacy policy explaining information collect use . post anyone identification document sensitive financial information facebook . tag user send email invitation non user without consent . facebook offer social reporting tool enable user provide feedback tagging . ,break detailed list rule . basically anything negatively impact facebook platform community . 
thanks using dropbox . term service term cover use access service client software website service provided dropbox inc privacy policy explains collect use information acceptable use policy outline responsibility using service . using service agreeing bound term review privacy acceptable use policy . using service organization agreeing term behalf organization . ,accepting term also agree privacy acceptable use policy linked right . 
use service provide u thing like file content email message contact stuff . stuff . term give u right stuff except limited right enable u offer service . need permission thing like hosting stuff backing sharing ask u . service also provide feature like photo thumbnail document preview email organization easy sorting editing sharing searching . feature may require system access store scan stuff . give u permission thing permission extends trusted third party work . ,dropbox along third party allowed access scan store duplicate content put service . 
responsible conduct stuff must comply acceptable use policy . content service may protected others intellectual property right . please copy upload download share content unless right . may review conduct content compliance term acceptable use policy . said obligation . responsible content people post share via service . please safeguard password service make sure others access keep account information current . finally service intended may used people age 13. using service representing u 13 respect intellectual property others ask . respond notice alleged copyright infringement comply law notice reported using dmca process . reserve right delete disable content alleged infringing terminate account repeat infringers . designated agent notice alleged copyright infringement service . ,respect content others via acceptable use policy responsible content share . dropbox liable stuff post site remove copyright infringing material . also must 13 . 
billing . increase storage space add paid feature account turning account paid account . automatically bill date convert paid account periodic renewal cancellation . responsible applicable tax charge tax required . refund . may cancel dropbox paid account time issued refund . downgrade . paid account remain effect cancelled terminated term . pay paid account time reserve right suspend reduce storage free space level . responsible tax may charge tax required . change . may change fee effect give advance notice change via message email address associated account . ,responsible pay bill entitled refund late payment dropbox suspend reduce storage account . also change pricing email . 
free stop using service time . also reserve right suspend end service time discretion without notice . example may suspend terminate use service complying term use service manner would cause u legal liability disrupt service disrupt others use service . except paid account reserve right terminate delete account accessed service 12 consecutive month . course provide notice via email address associated account . ,dropbox end service time without notice . free account delete account used dropbox 12 month . email . 
ownership site agreement term usethese term condition use term use apply apple web site located www apple com associated site linked www apple com apple subsidiary affiliate including apple site around world collectively site . site property apple inc apple licensors . using site agree term use agree use site apple reserve right sole discretion change modify add remove portion term use time . responsibility check term use periodically change . continued use site following posting change mean accept agree change . long comply term use apple grant personal non exclusive non transferable limited privilege enter use site . ,term apply www apple com owned apple . use website agree term use site . apple may change term time responsibility check change continued use site mean agree change . 
apple privacy policy applies use site term made part term use reference . view apple privacy policy click . additionally using site acknowledge agree internet transmission never completely private secure . understand message information send site may read intercepted others even special notice particular transmission example credit card information encrypted . ,apple privacy policy applies site term part term . acknowledge agree internet never completely private secure message information sent website may read intercepted others . 
agree indemnify hold apple officer director shareholder predecessor successor interest employee agent subsidiary affiliate harmless demand loss liability claim expense including attorney fee made apple third party due arising connection use site . ,agree compensate apple harm loss hold apple people associated harmless demand loss responsibility claim expense made due use website . 
apple administers operates www apple com site location cupertino california usa apple site may administered operated various location outside united state . although site accessible worldwide feature product service discussed referenced provided offered site available person geographic location appropriate available use outside united state . apple reserve right limit sole discretion provision quantity feature product service person geographic area . offer feature product service made site void prohibited . choose access site outside united state initiative solely responsible complying applicable local law . ,apple product service available everyone location . apple may limit product service person area . product service available prohibited law . responsible complying local law accessing website outside u . 
feedback provide site shall deemed non confidential . apple shall free use information unrestricted basis . ,apple may use feedback without restriction e g. share publicly . 
